env,side,map,mode_n_type,round_dur_s,name,created_x0,created_z0,trigger_x1,trigger_z1,round_time_s
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,99,vt_grenade_smoke_2,-51.5094,8.1923,-38.1837,22.03,38
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,108,vt_grenade_flash_detector,39.4414,4.8642,19.2983,28.5361,78
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,-23.4348,55.4738,-24.0438,53.3585,6
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,1.135,-49.635,-8.5305,-49.9565,50
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,-5.4196,49.3679,-9.6109,52.1533,91
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_smoke,-2.8026,-51.8483,-9.8948,-45.6949,3
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,106,vt_grenade_flash_detector,-33.2544,24.8926,-65.3585,32.4111,79
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,108,vt_grenade_echo,33.5975,11.1094,32.9803,33.1456,85
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_echo,-42.9322,44.5016,-63.6322,17.4755,82
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,149,vt_grenade_echo,-5.4722,16.0778,-0.9967,-20.4292,83
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_echo,28.7249,41.2454,4.958,8.6283,92
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke_2,-30.3386,40.9832,-29.441,45.9999,106
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_robotron,-6.9668,-60.2531,16.9646,-30.4932,78
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_robotron,-8.4044,-49.926,-6.6948,-63.489,124
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,149,vt_grenade_flash,-47.8794,27.4926,-51.9744,43.6636,109
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,116,vt_grenade_robotron,27.5361,32.9032,4.992,15.4127,106
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,126,vt_grenade_flash,-18.692,59.072,-13.6798,48.4633,79
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,122,vt_grenade_smoke,-51.4797,16.1744,-53.987,20.3299,77
rushb-playtest,1,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,105,vt_grenade_flash_detector,-12.2541,24.346,-15.4152,-14.8975,70
rushb-playtest,0,/battle/levels/23_reviera_1/23_reviera.level,bomb_5x5_economy/training,114,vt_grenade_smoke,5.4812,-24.5179,-18.6173,13.3858,35
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,94,vt_grenade_smoke,25.3732,-2.9704,22.2956,1.5251,44
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,94,vt_grenade_smoke,21.5288,-0.1401,27.8224,6.728,0
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,94,vt_grenade_smoke,25.3732,-2.9704,22.2956,1.5251,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,-12.7329,-12.0951,-16.9512,0.1367,74
rushb-master,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,155,vt_grenade_flash_detector,6.0013,21.6605,26.7456,11.9118,129
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,94,vt_grenade_smoke,21.5288,-0.1401,27.8224,6.728,36
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,-22.5356,-8.6252,-13.2648,-8.1041,61
rushb-master,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,155,vt_grenade_smoke_2,0.1642,30.4994,-6.7986,33.1173,59
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,-12.7329,-12.0951,-16.9512,0.1367,0
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,-18.8759,-7.7543,-13.6901,-7.5687,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,134,vt_grenade_flash_detector,-32.2607,19.2988,-5.7386,5.9274,89
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,-14.1094,-12.8138,-11.0978,-1.1048,69
rushb-master,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,155,vt_grenade_flash_detector,3.9806,23.783,26.3526,19.0272,124
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,94,vt_grenade_smoke,21.1172,3.229,29.2217,6.268,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,-14.1056,-12.8166,-11.0978,-1.1048,0
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,94,vt_grenade_smoke,21.1172,3.229,29.2217,6.268,44
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,-22.5356,-8.6252,-13.2648,-8.1041,0
rushb-master,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,155,vt_grenade_smoke_2,2.2339,32.0586,-1.2679,32.7783,69
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,-18.8759,-7.7543,-13.6901,-7.5687,81
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_flash_detector,-13.2093,-43.8692,-37.7908,-33.017,55
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,116,vt_grenade_smoke_2,-12.6765,6.5128,-4.5834,-11.5987,49
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,93,vt_grenade_molotov,1.6309,-44.3293,-5.2787,-50.243,54
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,93,vt_grenade_molotov,3.1388,-44.5174,-5.2787,-50.243,0
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,101,vt_grenade_teleporter_device,18.0349,19.669,25.0305,14.5395,70
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,99,vt_grenade_smoke,-36.1509,8.9887,-43.7732,-15.2885,72
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,141,vt_grenade_smoke,36.0868,21.4809,17.5463,-6.2974,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,87,vt_grenade_flash_detector,-16.4523,11.2163,-11.0574,3.5847,64
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,98,vt_grenade_smoke,16.5063,-3.0405,25.3217,7.9069,35
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,123,vt_grenade_flash_detector,18.6701,25.9031,28.0195,19.4284,99
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,97,vt_grenade_flash_detector,-8.5384,4.3604,-19.7485,-6.1074,39
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,99,vt_grenade_teleporter_device,6.1684,18.9046,3.8841,15.171,33
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,114,vt_grenade_teleporter_device,25.9641,26.5647,29.1681,29.1922,33
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,56,vt_grenade_flash_detector,-23.3782,-10.0592,-13.9658,-8.9551,36
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,99,vt_grenade_smoke,-16.2199,-21.2764,-19.4861,-18.7198,56
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,100,vt_grenade_flash_detector,-10.1832,3.2272,-28.9468,15.6223,49
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,141,vt_grenade_smoke,19.3641,6.315,34.5689,23.7121,64
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,99,vt_grenade_smoke,-35.5115,8.9251,-43.7732,-15.2885,0
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,104,vt_grenade_flash,37.9876,11.9461,19.1481,34.5593,42
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,98,vt_grenade_smoke,14.6051,-1.4397,25.3217,7.9069,0
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,75,vt_grenade_flash_detector,-0.775,34.4883,9.5768,15.8099,58
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,99,vt_grenade_smoke,-17.6523,-26.3407,-19.4861,-18.7198,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,116,vt_grenade_smoke_2,-13.8865,8.9063,-4.5834,-11.5987,0
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,50,vt_grenade_smoke,-44.3591,-3.817,-35.4494,-14.7297,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,97,vt_grenade_flash,-54.482,5.0935,-66.6995,-26.0376,33
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,160,vt_grenade_flash,-17.3023,-4.0764,-6.3549,23.5254,38
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,104,vt_grenade_teleporter_device,37.8913,12.311,19.0867,33.6094,40
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,50,vt_grenade_smoke,-42.6768,-5.2568,-35.4494,-14.7297,36
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,160,vt_grenade_flash_detector,-34.7989,28.8075,-22.3282,16.3086,90
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,141,vt_grenade_smoke,29.4077,18.3721,17.5463,-6.2974,31
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,160,vt_grenade_teleporter_device,-31.0454,-37.3194,-28.7444,-28.5742,24
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,141,vt_grenade_smoke,37.1883,18.5836,26.1518,2.5825,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,155,vt_grenade_flash_detector,-47.1132,42.5471,-52.7241,28.1658,92
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,104,vt_grenade_robotron,-7.8291,16.976,-6.1169,24.3013,39
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,100,vt_grenade_teleporter_device,35.4037,12.651,19.086,37.9337,41
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,93,vt_grenade_flash_detector,-58.5226,-0.4466,-56.1154,-32.4789,37
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,126,vt_grenade_flash_detector,-8.1626,47.9683,13.0248,46.1536,114
rushb-test,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,141,vt_grenade_smoke,34.6368,23.4558,26.1518,2.5825,65
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,92,vt_grenade_teleporter_device,-54.5134,30.9271,-27.4192,23.7094,62
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash_detector,-52.2807,4.5312,-41.4853,25.8961,47
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,71,vt_grenade_flash_detector,31.3562,16.6573,20.0234,36.5649,44
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,101,vt_grenade_flash_detector,5.8667,19.7749,30.9736,11.9654,63
rushb-test,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,141,vt_grenade_smoke,15.9283,9.86,34.5689,23.7121,0
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_echo,-3.3741,-13.4448,-10.3278,5.6536,92
rushb-master,1,23_reviera,bomb_5x5_economy/rating,82,vt_grenade_flash_detector,3.2839,-45.5944,-11.9436,-59.3379,52
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_echo,-8.3829,-56.2696,3.0482,-47.3078,74
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_echo,-6.8965,-56.0134,-11.9659,-63.3599,117
rushb-master,0,23_reviera,bomb_5x5_economy/training,125,vt_grenade_echo,-54.1033,31.4067,-44.6039,45.1741,78
rushb-master,0,23_reviera,bomb_5x5_economy/training,113,vt_grenade_smoke_2,27.2584,2.2803,29.5167,14.6931,71
rushb-master,0,23_reviera,bomb_5x5_economy/training,81,vt_grenade_echo,25.5318,25.3287,24.4183,36.9665,79
rushb-master,0,24_shift,bomb_5x5_economy/training,127,vt_grenade_echo,-14.8509,-36.8187,-7.282,-24.9266,14
rushb-master,0,23_reviera,bomb_5x5_economy/training,115,vt_grenade_echo,24.731,24.3965,23.6899,32.4808,112
rushb-master,0,23_reviera,bomb_5x5_economy/rating,97,vt_grenade_echo,-24.3569,51.2738,-5.0256,63.2084,54
rushb-master,1,23_reviera,bomb_5x5_economy/training,192,vt_grenade_echo,-9.1368,46.1047,-9.0152,31.9358,156
rushb-master,1,23_reviera,bomb_5x5_economy/training,127,vt_grenade_echo,35.7611,30.4064,30.5849,-20.9619,112
rushb-master,1,23_reviera,bomb_5x5_economy/rating,82,vt_grenade_echo,2.2535,-47.3122,-8.5003,-50.4565,62
rushb-master,0,23_reviera,bomb_5x5_economy/training,115,vt_grenade_flash_detector,-5.1651,29.6305,-14.237,45.4294,51
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_echo,-9.2919,-56.5304,-3.1932,-59.3741,115
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,vt_grenade_echo,9.6412,-22.5147,5.6796,-9.0294,118
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_echo,-8.3829,-56.2696,-1.5478,-61.5558,86
rushb-master,0,23_reviera,bomb_5x5_economy/training,125,vt_grenade_echo,-37.6084,-38.2229,-55.3936,-26.3465,34
rushb-master,0,23_reviera,bomb_5x5_economy/training,115,vt_grenade_echo,-6.051,33.3259,-10.1749,50.7617,40
rushb-master,0,23_reviera,bomb_5x5_economy/training,108,motion_sensor,28.2117,-7.6726,28.2117,-7.6726,38
rushb-master,0,23_reviera,bomb_5x5_economy/rating,127,quicksand,-14.5083,48.4309,-14.5083,48.4309,64
rushb-master,0,23_reviera,bomb_5x5_economy/training,120,motion_sensor,-58.7365,-19.7675,-58.7365,-19.7675,33
rushb-master,1,23_reviera,bomb_5x5_economy/rating,127,quicksand,-7.0057,-45.4771,-7.0057,-45.4771,96
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,4.1757,31.6643,4.1757,31.6643,73
rushb-master,0,24_shift,bomb_5x5_economy/training,127,motion_flash,-0.5693,25.4104,-0.5693,25.4104,50
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,earthquake,23.1288,6.531,23.1288,6.531,103
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,15.2428,-0.6896,15.2428,-0.6896,94
rushb-master,0,23_reviera,bomb_5x5_economy/training,108,motion_flash,24.8504,-19.388,24.8504,-19.388,33
rushb-master,1,23_reviera,bomb_5x5_economy/rating,127,earthquake,-6.7161,-46.9747,-6.7161,-46.9747,95
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,earthquake,27.9655,0.1919,27.9655,0.1919,125
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,-24.5264,31.497,-24.5264,31.497,67
rushb-master,0,23_reviera,bomb_5x5_economy/rating,127,quicksand,-10.631,49.951,-10.631,49.951,91
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,154,turret,24.6844,27.9817,24.6844,27.9817,105
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,turret,16.9234,-27.7718,16.9234,-27.7718,45
rushb-master,0,24_shift,bomb_5x5_economy/rating,175,paint_mine,3.5486,18.9927,3.5486,18.9927,99
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,50.0324,-12.0033,50.0324,-12.0033,52
rushb-master,0,23_reviera,bomb_5x5_economy/training,108,motion_sensor,-9.4818,44.5367,-9.4818,44.5367,94
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,-5.3811,16.5929,-5.3811,16.5929,84
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,4.774,25.4936,4.774,25.4936,44
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,turret,0.1755,-51.1409,0.1755,-51.1409,15
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,154,turret,10.4219,18.3253,10.4219,18.3253,94
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,motion_sensor,7.1975,-43.5976,7.1975,-43.5976,33
rushb-master,0,23_reviera,bomb_5x5_economy/training,120,motion_flash,-50.8334,8.0177,-50.8334,8.0177,46
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,-4.1047,33.9079,-4.1047,33.9079,123
rushb-master,0,23_reviera,bomb_5x5_economy/training,108,motion_flash,28.276,-6.923,28.276,-6.923,41
rushb-master,0,23_reviera,bomb_5x5_economy/rating,126,quicksand,-11.3903,27.0738,-11.3903,27.0738,52
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,4.774,25.4936,4.774,25.4936,69
rushb-master,0,23_reviera,bomb_5x5_economy/training,120,motion_sensor,-61.0672,34.4093,-61.0672,34.4093,78
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,-27.896,-36.3393,-27.896,-36.3393,14
rushb-master,0,23_reviera,bomb_5x5_economy/rating,127,quicksand,-9.9121,34.4451,-9.9121,34.4451,86
rushb-master,0,23_reviera,bomb_5x5_economy/rating,127,quicksand,-9.7483,32.5992,-9.7483,32.5992,56
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,motion_sensor,-46.0975,-32.9153,-46.0975,-32.9153,34
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,motion_sensor,2.0338,-53.3566,2.0338,-53.3566,45
rushb-master,0,24_shift,bomb_5x5_economy/rating,188,dash,13.1221,-45.7296,13.1221,-45.7296,125
rushb-master,0,24_shift,bomb_5x5_economy/rating,175,paint_mine,6.3047,18.6914,6.3047,18.6914,106
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,154,turret,45.6731,33.5774,45.6731,33.5774,136
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,motion_sensor,-6.2501,-52.9916,-6.2501,-52.9916,0
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,earthquake,-5.7265,36.5152,-5.7265,36.5152,110
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,4.1757,31.6643,4.1757,31.6643,59
rushb-master,0,24_shift,bomb_5x5_economy/rating,188,dash,26.6857,1.2471,26.6857,1.2471,158
rushb-master,0,24_shift,bomb_5x5_economy/rating,118,dash,22.448,13.7116,22.448,13.7116,67
rushb-stg2,1,24_shift,bomb_5x5_economy/rating,127,quicksand,-15.42,34.2238,-15.42,34.2238,92
rushb-master,0,23_reviera,bomb_5x5_economy/rating,127,quicksand,-10.5089,39.7346,-10.5089,39.7346,91
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,-9.1391,-26.2547,-9.1391,-26.2547,83
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,29.1395,32.8563,29.1395,32.8563,116
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,1.5184,31.6527,1.5184,31.6527,78
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,4.774,25.4936,4.774,25.4936,83
rushb-master,0,23_reviera,bomb_5x5_economy/training,120,motion_flash,-63.6873,-4.6969,-63.6873,-4.6969,39
rushb-master,0,24_shift,bomb_5x5_economy/rating,118,motion_sensor,5.1731,-52.0266,5.1731,-52.0266,53
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,102,turret,23.6729,-4.4632,23.6729,-4.4632,22
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,-6.461,-20.5745,-6.461,-20.5745,34
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,154,turret,-43.7876,38.3097,-43.7876,38.3097,69
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,29.0878,35.2414,29.0878,35.2414,100
rushb-master,0,24_shift,bomb_5x5_economy/rating,118,quicksand,6.7671,-52.347,6.7671,-52.347,37
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,47.0291,-13.664,47.0291,-13.664,58
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,motion_sensor,-3.0685,-38.3068,-3.0685,-38.3068,64
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,earthquake,27.9655,0.1919,27.9655,0.1919,65
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,paint_mine,-6.0477,-21.4139,-6.0477,-21.4139,27
rushb-master,1,24_shift,bomb_5x5_economy/rating,127,earthquake,20.2018,8.989,20.2018,8.989,88
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,motion_flash,-3.8324,-41.4144,-3.8324,-41.4144,50
rushb-master,0,24_shift,bomb_5x5_economy/rating,127,turret,7.98,31.714,7.98,31.714,54
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,154,turret,-46.3075,39.2,-46.3075,39.2,63
rushb-playtest,0,26_polis_01,bomb_5x5_economy_dev/training,127,turret,29.1367,33.2036,29.1367,33.2036,122
rushb-stg2,0,24_shift,bomb_5x5_economy/rating,127,quicksand,1.5184,31.6527,1.5184,31.6527,63
rushb-master,1,23_reviera,bomb_5x5_economy/training,127,motion_sensor,0.912,47.9608,0.912,47.9608,42
